Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
7/28/2020,7,8,Wind,210,Tuesday,July,Summer,3211
7/19/2022,6,7,Wind,200,Tuesday,July,Summer,5940
7/9/2020,18,19,Wind,191,Thursday,July,Summer,5677
6/24/2023,7,8,Wind,175,Saturday,June,Summer,3270
11/27/2021,10,11,Wind,331,Saturday,November,Fall,9185
2/12/2022,14,15,Solar,43,Saturday,February,Winter,7521
11/6/2021,4,5,Wind,310,Saturday,November,Fall,2796
2/14/2021,15,16,Wind,45,Sunday,February,Winter,9763
6/24/2024,18,19,Solar,176,Monday,June,Summer,5797
4/4/2020,9,10,Wind,95,Saturday,April,Spring,3591
10/23/2022,0,1,Wind,296,Sunday,October,Fall,6954
12/10/2023,20,21,Wind,344,Sunday,December,Winter,15601
5/26/2023,21,22,Wind,146,Friday,May,Spring,7754
5/22/2025,20,21,Wind,142,Thursday,May,Spring,5574
12/27/2021,1,2,Wind,361,Monday,December,Winter,3966
6/27/2022,6,7,Wind,178,Monday,June,Summer,1238
3/24/2022,16,17,Solar,83,Thursday,March,Spring,4803
9/27/2020,18,19,Wind,271,Sunday,September,Fall,8052
5/2/2022,6,7,Wind,122,Monday,May,Spring,2029
1/5/2020,9,10,Wind,5,Sunday,January,Winter,2245
2/15/2021,0,1,Wind,46,Monday,February,Winter,9792
1/16/2024,1,2,Wind,16,Tuesday,January,Winter,2010
1/16/2025,16,17,Wind,16,Thursday,January,Winter,3827
6/20/2025,14,15,Solar,171,Friday,June,Summer,11681
5/14/2023,8,9,Wind,134,Sunday,May,Spring,3884
6/16/2025,9,10,Solar,167,Monday,June,Summer,6557
2/4/2021,17,18,Wind,35,Thursday,February,Winter,2798
10/22/2023,3,4,Wind,295,Sunday,October,Fall,8628
5/19/2024,10,11,Solar,140,Sunday,May,Spring,2455
5/17/2022,9,10,Solar,137,Tuesday,May,Spring,4347
6/4/2022,15,16,Solar,155,Saturday,June,Summer,5828
2/22/2025,5,6,Wind,53,Saturday,February,Winter,10238
12/7/2021,14,15,Wind,341,Tuesday,December,Winter,12122
9/6/2024,17,18,Solar,250,Friday,September,Fall,4893
7/12/2022,6,7,Wind,193,Tuesday,July,Summer,2572
11/15/2024,14,15,Solar,320,Friday,November,Fall,4951
3/22/2020,13,14,Wind,82,Sunday,March,Spring,10827
9/30/2023,7,8,Wind,273,Saturday,September,Fall,889
8/15/2025,1,2,Wind,227,Friday,August,Summer,4242
1/7/2023,14,15,Wind,7,Saturday,January,Winter,15880
2/28/2024,2,3,Wind,59,Wednesday,February,Winter,3703
4/15/2023,17,18,Wind,105,Saturday,April,Spring,13143
4/1/2021,15,16,Solar,91,Thursday,April,Spring,6405
9/22/2025,12,13,Wind,265,Monday,September,Fall,15222
3/29/2023,2,3,Wind,88,Wednesday,March,Spring,4865
2/7/2021,8,9,Wind,38,Sunday,February,Winter,4598
8/3/2022,18,19,Solar,215,Wednesday,August,Summer,3379
3/11/2022,16,17,Wind,70,Friday,March,Spring,12628
9/22/2021,20,21,Wind,265,Wednesday,September,Fall,1945
7/24/2024,6,7,Wind,206,Wednesday,July,Summer,1089
4/2/2025,18,19,Wind,92,Wednesday,April,Spring,15030
8/1/2024,0,1,Wind,214,Thursday,August,Summer,1649
2/15/2020,9,10,Wind,46,Saturday,February,Winter,8611
12/28/2020,16,17,Wind,363,Monday,December,Winter,9395
6/30/2023,13,14,Solar,181,Friday,June,Summer,8565
5/31/2022,0,1,Wind,151,Tuesday,May,Spring,2131
6/21/2024,6,7,Wind,173,Friday,June,Summer,1717
8/5/2021,17,18,Wind,217,Thursday,August,Summer,9475
5/13/2022,16,17,Solar,133,Friday,May,Spring,6107
12/19/2022,11,12,Wind,353,Monday,December,Winter,14450
4/21/2024,7,8,Wind,112,Sunday,April,Spring,5871
11/2/2023,0,1,Wind,306,Thursday,November,Fall,17146
11/4/2023,13,14,Wind,308,Saturday,November,Fall,18105
11/29/2020,16,17,Wind,334,Sunday,November,Fall,2659
1/4/2021,7,8,Wind,4,Monday,January,Winter,1589
12/23/2020,22,23,Wind,358,Wednesday,December,Winter,12177
12/28/2024,23,0,Wind,363,Saturday,December,Winter,638
5/28/2020,17,18,Wind,149,Thursday,May,Spring,6840
4/12/2020,0,1,Wind,103,Sunday,April,Spring,978
12/15/2020,21,22,Wind,350,Tuesday,December,Winter,4427
3/21/2022,18,19,Wind,80,Monday,March,Spring,3512
12/31/2022,19,20,Wind,365,Saturday,December,Winter,16435
5/31/2021,15,16,Solar,151,Monday,May,Spring,7096
11/13/2024,4,5,Wind,318,Wednesday,November,Fall,6882
4/9/2023,12,13,Solar,99,Sunday,April,Spring,7478
2/22/2021,1,2,Wind,53,Monday,February,Winter,7591
2/25/2025,4,5,Wind,56,Tuesday,February,Winter,3644
12/19/2021,18,19,Wind,353,Sunday,December,Winter,3022
11/24/2020,23,0,Wind,329,Tuesday,November,Fall,6768
9/10/2021,22,23,Wind,253,Friday,September,Fall,1997
4/13/2021,1,2,Wind,103,Tuesday,April,Spring,1796
8/4/2022,0,1,Wind,216,Thursday,August,Summer,1586
5/4/2025,18,19,Wind,124,Sunday,May,Spring,12606
8/29/2020,14,15,Wind,242,Saturday,August,Summer,5103
7/19/2023,8,9,Wind,200,Wednesday,July,Summer,4118
12/4/2023,3,4,Wind,338,Monday,December,Winter,13158
12/4/2022,4,5,Wind,338,Sunday,December,Winter,3430
6/13/2024,20,21,Wind,165,Thursday,June,Summer,4639
5/7/2025,1,2,Wind,127,Wednesday,May,Spring,8947
8/28/2023,19,20,Wind,240,Monday,August,Summer,4554
8/5/2023,20,21,Wind,217,Saturday,August,Summer,14188
1/18/2025,3,4,Wind,18,Saturday,January,Winter,1157
5/23/2022,0,1,Wind,143,Monday,May,Spring,3636
11/30/2025,6,7,Wind,334,Sunday,November,Fall,4387
10/7/2021,16,17,Solar,280,Thursday,October,Fall,4917
3/12/2020,6,7,Wind,72,Thursday,March,Spring,9223
1/20/2021,15,16,Wind,20,Wednesday,January,Winter,14624
8/5/2024,22,23,Wind,218,Monday,August,Summer,1034
10/23/2025,3,4,Wind,296,Thursday,October,Fall,12997
10/20/2020,6,7,Wind,294,Tuesday,October,Fall,10003
5/5/2022,12,13,Solar,125,Thursday,May,Spring,5897
1/23/2020,22,23,Wind,23,Thursday,January,Winter,2779
7/7/2021,13,14,Solar,188,Wednesday,July,Summer,5429
7/25/2020,1,2,Wind,207,Saturday,July,Summer,1543
7/18/2020,1,2,Wind,200,Saturday,July,Summer,1515
9/26/2021,6,7,Wind,269,Sunday,September,Fall,2281
4/29/2024,1,2,Wind,120,Monday,April,Spring,2419
9/19/2021,22,23,Wind,262,Sunday,September,Fall,2332
8/30/2022,4,5,Wind,242,Tuesday,August,Summer,3592
9/16/2023,13,14,Solar,259,Saturday,September,Fall,8664
6/22/2022,1,2,Wind,173,Wednesday,June,Summer,3887
4/19/2020,19,20,Wind,110,Sunday,April,Spring,4931
4/9/2024,22,23,Wind,100,Tuesday,April,Spring,8756
3/11/2025,17,18,Wind,70,Tuesday,March,Spring,5580
10/1/2024,9,10,Wind,275,Tuesday,October,Fall,7164
8/16/2024,19,20,Wind,229,Friday,August,Summer,3335
9/5/2024,1,2,Wind,249,Thursday,September,Fall,3657
9/29/2025,11,12,Solar,272,Monday,September,Fall,7678
5/24/2020,5,6,Wind,145,Sunday,May,Spring,3046
4/15/2023,10,11,Wind,105,Saturday,April,Spring,10771
6/7/2023,3,4,Wind,158,Wednesday,June,Summer,4685
9/2/2021,17,18,Wind,245,Thursday,September,Fall,5612
1/2/2023,22,23,Wind,2,Monday,January,Winter,4218
11/4/2021,16,17,Wind,308,Thursday,November,Fall,3606
12/6/2024,11,12,Wind,341,Friday,December,Winter,12425
12/13/2023,4,5,Wind,347,Wednesday,December,Winter,9180
11/30/2024,13,14,Solar,335,Saturday,November,Fall,4668
9/16/2025,6,7,Wind,259,Tuesday,September,Fall,9715
3/3/2023,20,21,Wind,62,Friday,March,Spring,5832
2/17/2023,3,4,Wind,48,Friday,February,Winter,7265
7/19/2024,3,4,Wind,201,Friday,July,Summer,1551
5/9/2022,10,11,Solar,129,Monday,May,Spring,4782
4/8/2022,9,10,Wind,98,Friday,April,Spring,6382
8/30/2023,19,20,Wind,242,Wednesday,August,Summer,5549
2/15/2023,16,17,Solar,46,Wednesday,February,Winter,3695
6/9/2022,16,17,Solar,160,Thursday,June,Summer,8567
2/13/2020,6,7,Wind,44,Thursday,February,Winter,11612
3/20/2023,16,17,Solar,79,Monday,March,Spring,5436
11/15/2023,14,15,Wind,319,Wednesday,November,Fall,10772
12/12/2024,22,23,Wind,347,Thursday,December,Winter,3318
5/14/2021,21,22,Wind,134,Friday,May,Spring,3668
5/18/2024,9,10,Solar,139,Saturday,May,Spring,3617
10/24/2020,0,1,Wind,298,Saturday,October,Fall,5673
11/19/2020,11,12,Wind,324,Thursday,November,Fall,10362
5/17/2023,0,1,Wind,137,Wednesday,May,Spring,7939
8/19/2021,14,15,Solar,231,Thursday,August,Summer,5079
8/7/2024,9,10,Solar,220,Wednesday,August,Summer,3763
8/10/2022,7,8,Wind,222,Wednesday,August,Summer,5109
5/30/2020,0,1,Wind,151,Saturday,May,Spring,5257
10/14/2021,19,20,Wind,287,Thursday,October,Fall,884
10/30/2020,0,1,Wind,304,Friday,October,Fall,8074
11/30/2021,23,0,Wind,334,Tuesday,November,Fall,12923
10/18/2024,3,4,Wind,292,Friday,October,Fall,5240
11/13/2021,10,11,Wind,317,Saturday,November,Fall,5285
6/17/2023,14,15,Solar,168,Saturday,June,Summer,6725
3/26/2021,9,10,Wind,85,Friday,March,Spring,5822
7/11/2022,15,16,Solar,192,Monday,July,Summer,8839
10/6/2022,8,9,Wind,279,Thursday,October,Fall,1848
11/21/2020,18,19,Wind,326,Saturday,November,Fall,2645
6/2/2020,20,21,Wind,154,Tuesday,June,Summer,1623
12/8/2021,8,9,Wind,342,Wednesday,December,Winter,7536
6/10/2021,5,6,Wind,161,Thursday,June,Summer,1077
8/31/2021,15,16,Solar,243,Tuesday,August,Summer,8581
1/14/2022,8,9,Wind,14,Friday,January,Winter,891
4/17/2023,9,10,Solar,107,Monday,April,Spring,5631
4/28/2023,4,5,Wind,118,Friday,April,Spring,4743
2/2/2023,16,17,Wind,33,Thursday,February,Winter,7966
5/26/2024,22,23,Wind,147,Sunday,May,Spring,3079
3/17/2022,18,19,Wind,76,Thursday,March,Spring,5041
6/12/2021,5,6,Wind,163,Saturday,June,Summer,1612
8/22/2022,23,0,Wind,234,Monday,August,Summer,1343
4/13/2021,5,6,Wind,103,Tuesday,April,Spring,2747
5/25/2024,22,23,Wind,146,Saturday,May,Spring,1939
7/23/2024,4,5,Wind,205,Tuesday,July,Summer,5296
10/22/2024,14,15,Solar,296,Tuesday,October,Fall,5151
9/8/2025,1,2,Wind,251,Monday,September,Fall,3247
2/5/2024,0,1,Wind,36,Monday,February,Winter,7250
11/2/2025,0,1,Wind,306,Sunday,November,Fall,8891
5/30/2021,20,21,Wind,150,Sunday,May,Spring,3606
7/18/2021,15,16,Wind,199,Sunday,July,Summer,8491
10/4/2023,8,9,Wind,277,Wednesday,October,Fall,2909
12/16/2020,20,21,Wind,351,Wednesday,December,Winter,7854
11/18/2022,15,16,Wind,322,Friday,November,Fall,4771
8/6/2022,19,20,Wind,218,Saturday,August,Summer,7487
8/10/2022,5,6,Wind,222,Wednesday,August,Summer,5582
4/8/2024,4,5,Wind,99,Monday,April,Spring,3115
12/30/2021,14,15,Wind,364,Thursday,December,Winter,8402
11/27/2022,16,17,Wind,331,Sunday,November,Fall,6863
4/25/2024,3,4,Wind,116,Thursday,April,Spring,1051
2/7/2022,21,22,Wind,38,Monday,February,Winter,4624
5/29/2022,7,8,Wind,149,Sunday,May,Spring,4550
11/26/2021,9,10,Wind,330,Friday,November,Fall,5880
3/6/2022,20,21,Wind,65,Sunday,March,Spring,7259
4/9/2024,18,19,Wind,100,Tuesday,April,Spring,14993
7/5/2020,19,20,Wind,187,Sunday,July,Summer,9243
11/8/2020,14,15,Solar,313,Sunday,November,Fall,3198
7/3/2021,4,5,Wind,184,Saturday,July,Summer,2200
8/18/2024,21,22,Wind,231,Sunday,August,Summer,3802
2/3/2024,15,16,Wind,34,Saturday,February,Winter,7256
2/22/2020,5,6,Wind,53,Saturday,February,Winter,8212
8/24/2025,17,18,Solar,236,Sunday,August,Summer,7445
1/31/2025,7,8,Wind,31,Friday,January,Winter,4032
1/29/2022,6,7,Wind,29,Saturday,January,Winter,6295
5/16/2024,4,5,Wind,137,Thursday,May,Spring,1985
9/9/2025,5,6,Wind,252,Tuesday,September,Fall,1712
5/7/2025,22,23,Wind,127,Wednesday,May,Spring,5970
11/4/2021,5,6,Wind,308,Thursday,November,Fall,3125
8/26/2024,14,15,Solar,239,Monday,August,Summer,10162
5/24/2022,5,6,Wind,144,Tuesday,May,Spring,6008
8/21/2022,17,18,Solar,233,Sunday,August,Summer,4032
11/3/2021,8,9,Wind,307,Wednesday,November,Fall,3933
4/8/2020,16,17,Solar,99,Wednesday,April,Spring,3264
8/30/2024,8,9,Wind,243,Friday,August,Summer,4148
6/30/2022,0,1,Wind,181,Thursday,June,Summer,1528
8/27/2022,12,13,Solar,239,Saturday,August,Summer,7198
11/5/2021,12,13,Solar,309,Friday,November,Fall,4648
5/3/2022,2,3,Wind,123,Tuesday,May,Spring,4519
6/14/2020,20,21,Wind,166,Sunday,June,Summer,1888
10/9/2024,0,1,Wind,283,Wednesday,October,Fall,12523
11/24/2024,20,21,Wind,329,Sunday,November,Fall,19513
12/17/2024,20,21,Wind,352,Tuesday,December,Winter,9136
4/2/2024,4,5,Wind,93,Tuesday,April,Spring,13180
9/2/2021,5,6,Wind,245,Thursday,September,Fall,5765
12/29/2020,8,9,Wind,364,Tuesday,December,Winter,4269
3/16/2023,20,21,Wind,75,Thursday,March,Spring,10081
2/4/2024,19,20,Wind,35,Sunday,February,Winter,8459
4/20/2023,18,19,Wind,110,Thursday,April,Spring,6268
3/23/2022,9,10,Solar,82,Wednesday,March,Spring,5419
3/5/2024,19,20,Wind,65,Tuesday,March,Spring,3141
1/17/2020,2,3,Wind,17,Friday,January,Winter,9390
9/7/2023,1,2,Wind,250,Thursday,September,Fall,2893
12/23/2024,22,23,Wind,358,Monday,December,Winter,4916
6/23/2024,14,15,Solar,175,Sunday,June,Summer,4090
9/27/2021,11,12,Wind,270,Monday,September,Fall,10123
7/18/2025,2,3,Wind,199,Friday,July,Summer,1564
12/10/2022,4,5,Wind,344,Saturday,December,Winter,1533
4/19/2023,18,19,Wind,109,Wednesday,April,Spring,7115
5/30/2025,15,16,Solar,150,Friday,May,Spring,4444
11/15/2024,10,11,Solar,320,Friday,November,Fall,5039
8/22/2022,3,4,Wind,234,Monday,August,Summer,1609
6/14/2022,16,17,Solar,165,Tuesday,June,Summer,5556
1/29/2023,20,21,Wind,29,Sunday,January,Winter,4213
12/1/2022,23,0,Wind,335,Thursday,December,Winter,2895
12/5/2024,18,19,Wind,340,Thursday,December,Winter,16688
10/16/2022,20,21,Wind,289,Sunday,October,Fall,7022
8/21/2020,3,4,Wind,234,Friday,August,Summer,6690
12/22/2021,6,7,Wind,356,Wednesday,December,Winter,2824
7/21/2025,6,7,Wind,202,Monday,July,Summer,11030
1/2/2024,5,6,Wind,2,Tuesday,January,Winter,17248
4/11/2025,7,8,Wind,101,Friday,April,Spring,3644
8/2/2025,15,16,Solar,214,Saturday,August,Summer,12289
4/2/2021,19,20,Wind,92,Friday,April,Spring,11290
3/13/2023,8,9,Wind,72,Monday,March,Spring,15437
11/2/2024,2,3,Wind,307,Saturday,November,Fall,1771
5/16/2023,11,12,Wind,136,Tuesday,May,Spring,13805
9/22/2024,18,19,Wind,266,Sunday,September,Fall,4071
10/28/2021,10,11,Wind,301,Thursday,October,Fall,7333
8/31/2021,1,2,Wind,243,Tuesday,August,Summer,4199
2/6/2023,1,2,Wind,37,Monday,February,Winter,8096
10/3/2025,9,10,Wind,276,Friday,October,Fall,6874
7/8/2023,20,21,Wind,189,Saturday,July,Summer,1493
11/7/2024,15,16,Wind,312,Thursday,November,Fall,3966
8/1/2023,20,21,Wind,213,Tuesday,August,Summer,7412
12/4/2024,4,5,Wind,339,Wednesday,December,Winter,1527
3/18/2024,8,9,Wind,78,Monday,March,Spring,2921
12/30/2020,19,20,Wind,365,Wednesday,December,Winter,5298
5/20/2023,13,14,Wind,140,Saturday,May,Spring,11018
2/23/2022,6,7,Wind,54,Wednesday,February,Winter,915
6/24/2024,6,7,Wind,176,Monday,June,Summer,3013
12/9/2020,22,23,Wind,344,Wednesday,December,Winter,4120
12/2/2020,6,7,Wind,337,Wednesday,December,Winter,3538
4/18/2025,20,21,Wind,108,Friday,April,Spring,7067
4/17/2022,22,23,Wind,107,Sunday,April,Spring,5787
10/6/2020,21,22,Wind,280,Tuesday,October,Fall,11000
7/28/2024,18,19,Solar,210,Sunday,July,Summer,7133
9/14/2021,6,7,Wind,257,Tuesday,September,Fall,2764
9/3/2025,6,7,Wind,246,Wednesday,September,Fall,13678
5/5/2025,17,18,Wind,125,Monday,May,Spring,12722
9/1/2020,14,15,Solar,245,Tuesday,September,Fall,4740
6/6/2022,5,6,Wind,157,Monday,June,Summer,1806
10/4/2020,2,3,Wind,278,Sunday,October,Fall,8818
6/26/2021,7,8,Solar,177,Saturday,June,Summer,633
6/2/2023,2,3,Wind,153,Friday,June,Summer,7043
2/15/2025,4,5,Wind,46,Saturday,February,Winter,5875
1/29/2022,10,11,Wind,29,Saturday,January,Winter,9123
2/13/2025,20,21,Wind,44,Thursday,February,Winter,4432
9/19/2022,11,12,Solar,262,Monday,September,Fall,6983
6/29/2024,3,4,Wind,181,Saturday,June,Summer,4100
7/11/2025,12,13,Solar,192,Friday,July,Summer,12811
3/7/2021,14,15,Solar,66,Sunday,March,Spring,2799
3/7/2022,4,5,Wind,66,Monday,March,Spring,6613
6/17/2020,20,21,Wind,169,Wednesday,June,Summer,1500
3/14/2022,2,3,Wind,73,Monday,March,Spring,6130
5/2/2024,2,3,Wind,123,Thursday,May,Spring,5050
3/8/2025,22,23,Wind,67,Saturday,March,Spring,12431
5/5/2022,6,7,Wind,125,Thursday,May,Spring,1715
6/23/2024,0,1,Wind,175,Sunday,June,Summer,2581
2/14/2020,8,9,Wind,45,Friday,February,Winter,3683
8/2/2025,1,2,Wind,214,Saturday,August,Summer,4270
5/5/2024,1,2,Wind,126,Sunday,May,Spring,3256
4/30/2023,9,10,Wind,120,Sunday,April,Spring,4169
2/9/2025,17,18,Wind,40,Sunday,February,Winter,1709
8/11/2025,18,19,Solar,223,Monday,August,Summer,6420
3/10/2025,8,9,Wind,69,Monday,March,Spring,3471
4/3/2020,19,20,Wind,94,Friday,April,Spring,1256
2/1/2022,14,15,Wind,32,Tuesday,February,Winter,14323
4/9/2024,21,22,Wind,100,Tuesday,April,Spring,9329
5/2/2022,19,20,Wind,122,Monday,May,Spring,3754
10/8/2022,0,1,Wind,281,Saturday,October,Fall,3051
11/11/2022,6,7,Wind,315,Friday,November,Fall,3328
10/5/2022,11,12,Wind,278,Wednesday,October,Fall,11975
5/26/2025,14,15,Solar,146,Monday,May,Spring,6702
2/16/2023,4,5,Wind,47,Thursday,February,Winter,3973
12/14/2022,15,16,Wind,348,Wednesday,December,Winter,2542
2/14/2020,12,13,Wind,45,Friday,February,Winter,5860
3/13/2020,7,8,Wind,73,Friday,March,Spring,6097
12/7/2021,8,9,Wind,341,Tuesday,December,Winter,5489
9/23/2021,19,20,Wind,266,Thursday,September,Fall,1224
9/5/2024,6,7,Wind,249,Thursday,September,Fall,5710
11/16/2022,22,23,Wind,320,Wednesday,November,Fall,15448
3/12/2022,6,7,Wind,71,Saturday,March,Spring,6239
2/19/2024,17,18,Wind,50,Monday,February,Winter,7758
3/8/2022,10,11,Wind,67,Tuesday,March,Spring,7990
9/7/2020,9,10,Solar,251,Monday,September,Fall,3027
9/6/2020,15,16,Solar,250,Sunday,September,Fall,4473
1/21/2022,8,9,Wind,21,Friday,January,Winter,4551
9/16/2021,10,11,Solar,259,Thursday,September,Fall,1635
4/6/2024,18,19,Wind,97,Saturday,April,Spring,8976
11/12/2024,1,2,Wind,317,Tuesday,November,Fall,8188
10/19/2025,2,3,Wind,292,Sunday,October,Fall,6818
5/13/2023,22,23,Wind,133,Saturday,May,Spring,5777
12/8/2022,21,22,Wind,342,Thursday,December,Winter,2632
3/22/2022,11,12,Solar,81,Tuesday,March,Spring,8531
12/25/2023,15,16,Wind,359,Monday,December,Winter,12985
2/6/2025,20,21,Wind,37,Thursday,February,Winter,12160
2/7/2022,2,3,Wind,38,Monday,February,Winter,13497
1/18/2023,16,17,Wind,18,Wednesday,January,Winter,5234
1/26/2025,1,2,Wind,26,Sunday,January,Winter,10365
5/4/2024,23,0,Wind,125,Saturday,May,Spring,3298
6/4/2024,23,0,Wind,156,Tuesday,June,Summer,4473
1/18/2021,8,9,Wind,18,Monday,January,Winter,2915
11/22/2021,15,16,Wind,326,Monday,November,Fall,11582
2/28/2024,6,7,Wind,59,Wednesday,February,Winter,2370
11/12/2020,9,10,Wind,317,Thursday,November,Fall,5105
8/24/2022,12,13,Solar,236,Wednesday,August,Summer,6402
11/8/2021,14,15,Solar,312,Monday,November,Fall,4153
1/14/2022,5,6,Wind,14,Friday,January,Winter,1127
6/3/2025,13,14,Wind,154,Tuesday,June,Summer,6959
1/1/2020,15,16,Wind,1,Wednesday,January,Winter,1323
5/19/2023,5,6,Wind,139,Friday,May,Spring,5256
7/3/2022,20,21,Wind,184,Sunday,July,Summer,2890
6/16/2020,23,0,Wind,168,Tuesday,June,Summer,1468
2/19/2024,12,13,Wind,50,Monday,February,Winter,10225
1/9/2020,21,22,Wind,9,Thursday,January,Winter,10944
6/12/2022,18,19,Wind,163,Sunday,June,Summer,5222
4/11/2020,20,21,Wind,102,Saturday,April,Spring,725
9/6/2022,4,5,Wind,249,Tuesday,September,Fall,3166
6/8/2020,1,2,Wind,160,Monday,June,Summer,1496
12/13/2022,3,4,Wind,347,Tuesday,December,Winter,6816
10/7/2024,15,16,Wind,281,Monday,October,Fall,7138
8/13/2024,0,1,Wind,226,Tuesday,August,Summer,1600
5/26/2024,8,9,Wind,147,Sunday,May,Spring,5565
8/19/2024,15,16,Solar,232,Monday,August,Summer,9088
11/4/2023,18,19,Wind,308,Saturday,November,Fall,15770
4/14/2021,10,11,Solar,104,Wednesday,April,Spring,5528
11/2/2023,7,8,Wind,306,Thursday,November,Fall,15300
7/31/2023,22,23,Wind,212,Monday,July,Summer,10752
8/1/2022,18,19,Solar,213,Monday,August,Summer,3859
2/13/2025,1,2,Wind,44,Thursday,February,Winter,1112
11/6/2021,7,8,Wind,310,Saturday,November,Fall,2797
10/11/2025,9,10,Wind,284,Saturday,October,Fall,5515
11/28/2020,4,5,Wind,333,Saturday,November,Fall,3659
9/17/2025,19,20,Wind,260,Wednesday,September,Fall,3567
2/1/2024,22,23,Wind,32,Thursday,February,Winter,1902
8/9/2025,5,6,Wind,221,Saturday,August,Summer,1061
10/22/2021,22,23,Wind,295,Friday,October,Fall,2376
12/16/2022,2,3,Wind,350,Friday,December,Winter,6144
2/22/2022,12,13,Wind,53,Tuesday,February,Winter,14675
9/15/2023,21,22,Wind,258,Friday,September,Fall,4226
8/6/2021,21,22,Wind,218,Friday,August,Summer,2893
9/6/2024,3,4,Wind,250,Friday,September,Fall,1393
7/28/2025,12,13,Solar,209,Monday,July,Summer,11478
7/26/2024,16,17,Solar,208,Friday,July,Summer,6307
9/15/2021,8,9,Wind,258,Wednesday,September,Fall,2190
3/26/2025,15,16,Solar,85,Wednesday,March,Spring,7167
7/22/2025,21,22,Wind,203,Tuesday,July,Summer,1826
6/9/2020,12,13,Solar,161,Tuesday,June,Summer,4970
12/31/2022,11,12,Wind,365,Saturday,December,Winter,17264
2/15/2025,15,16,Solar,46,Saturday,February,Winter,7084
8/9/2020,18,19,Wind,222,Sunday,August,Summer,3103
10/18/2023,23,0,Wind,291,Wednesday,October,Fall,11879
3/9/2023,21,22,Wind,68,Thursday,March,Spring,15820
9/17/2023,16,17,Wind,260,Sunday,September,Fall,5366
11/18/2023,18,19,Wind,322,Saturday,November,Fall,12524
11/22/2020,13,14,Solar,327,Sunday,November,Fall,3338
12/31/2024,16,17,Wind,366,Tuesday,December,Winter,8495
11/9/2025,14,15,Solar,313,Sunday,November,Fall,7371
6/29/2021,16,17,Solar,180,Tuesday,June,Summer,5193
10/20/2025,18,19,Wind,293,Monday,October,Fall,16757
5/3/2024,19,20,Wind,124,Friday,May,Spring,2964
9/16/2025,20,21,Wind,259,Tuesday,September,Fall,3536
4/12/2025,18,19,Wind,102,Saturday,April,Spring,11549
5/24/2021,18,19,Wind,144,Monday,May,Spring,12791
3/10/2025,10,11,Solar,69,Monday,March,Spring,6063
6/20/2021,9,10,Wind,171,Sunday,June,Summer,3324
8/16/2020,7,8,Wind,229,Sunday,August,Summer,1272
8/25/2023,4,5,Wind,237,Friday,August,Summer,2460
1/22/2025,17,18,Wind,22,Wednesday,January,Winter,5102
1/6/2025,9,10,Wind,6,Monday,January,Winter,18975
5/15/2023,12,13,Solar,135,Monday,May,Spring,9340
7/12/2020,10,11,Solar,194,Sunday,July,Summer,4498
6/13/2024,21,22,Wind,165,Thursday,June,Summer,5123
7/3/2025,14,15,Solar,184,Thursday,July,Summer,9855
8/26/2024,16,17,Solar,239,Monday,August,Summer,8375
9/29/2025,15,16,Solar,272,Monday,September,Fall,8318
4/19/2020,9,10,Wind,110,Sunday,April,Spring,2105
3/4/2023,4,5,Wind,63,Saturday,March,Spring,4490
7/13/2021,15,16,Wind,194,Tuesday,July,Summer,7535
